text,label,label_name,text_length,text_word_count
feel fooled played relieved,1,joy,37,7
feel stunningly elegant tonight darling,1,joy,41,6
feel lame cant help shake fear feel like im failing samuel afraid,0,sadness,95,21
woke feeling distraught aware something terrible happen soon,4,fear,88,15
however feel tinge regret know damaged ability breast feed,0,sadness,95,20
feel he feeling quite beloved brother,1,joy,81,16
im still feeling bit stunned experience tonight watching movie,5,surprise,84,16
look forward continuing challenge feel appreciative boost get nutrition healthy track especially pregnancy important time life eating healthy,1,joy,205,37
ive decided ex real strong feeling whether love extremley caring cant friend eventually blow face,2,love,176,33
love slight cat eye shape lens instantly make feel likeaudrey hepburn breakfast tiffany glamorous course gorgeous case doesnt hurt either,1,joy,205,37
stop learning feeling inhibited performance flounder,4,fear,69,12
feel wronged luckily managed control complain talk bad friend either online facebook offline person,3,anger,153,29
get feeling weepy sometimes get resentful,0,sadness,71,13
want leave thanked parent trusting spend night made feel like respected,1,joy,147,32
listen feel peaceful happy couldnt use big dose life,1,joy,94,21
amos beautiful job retrofitting cohens song really basic arrangement piano work feel like artistic effort merely paying homage,1,joy,196,36
feel classroom extremely dangerous,3,anger,48,8
restart gallery feeling vain gorgeous time,0,sadness,90,18
need find way get yet feel hopeless,0,sadness,57,14
end getting unwanted attention boy want little ill sort starting something boy find flirtiing others presence ill feel really insincere around boy like,3,anger,229,44
read several page still feel unsure feel wasted time engage main argument,4,fear,109,23
feel though rest year jaded due love first,0,sadness,80,19
friend sometime feel insulted around,3,anger,67,14
feel inhibited practice public session compared lesson ice time good ice time,0,sadness,114,21
fall victim feeling inadequate anywhere short perfection set expectation perceive expectation others,0,sadness,155,29
feel tortured emo poetry coming already,3,anger,52,10
wanted feel special guest alise jeremy chose,1,joy,74,15
feeling overwhelmed daily responsibility expectation family job demand time physical tiredness feeling burden overtake financial hardship,5,surprise,212,37
im used still make feel empty,0,sadness,46,11
im feeling strangely indecisive also dont really believe,4,fear,80,13
often time feel lost friend seem leave u move away,0,sadness,83,17
want write make feel frantic induced nightlife speed,4,fear,83,16
love long summer evening shoot clock feel pressured short daylight hour winter provides,4,fear,134,25
admit thought go head feel doubtful time coz im scared,4,fear,97,20
feel drained yet excited new journey,0,sadness,57,12
feeling eager leap stash fabric make something,1,joy,73,14
need feel like im accepted matter im loved,2,love,67,15
feel absolutely safe,1,joy,24,5
feel honoured luckily get post card,1,joy,57,13
feel terrible snapped,0,sadness,41,8
went lecture cancelled,3,anger,56,12
feel spitting somebody vicious kind disrespect said,3,anger,95,19
truly feel irate,3,anger,23,6
began feel curious tried percieve beneath pride,5,surprise,94,22
ive feeling satisfied performance car,1,joy,67,13
overwhelmed feeling impressed think kid theyre year younger call kid right,5,surprise,126,24
drank cup coffee feel nervous weird,4,fear,56,13
got really crunk situation feel like write calm lol,1,joy,94,21
focus injustice anger rise feel frustrated know change thing,3,anger,110,22
feel awful working summer im finally going able get real rest put foot,0,sadness,111,24
feel take mg seroquel either restless leg syndrome keep awake night,4,fear,114,23
im feeling hopeful seems like good time switch doctor,1,joy,95,19
really cant count number time cried feeling overwhelmed someone expression concern fact thinking,4,fear,156,29
feeling month going damn cool thing store,1,joy,75,16
feel blessed privileged known loved know always child,2,love,110,23
like feeling devastated,0,sadness,25,4
struggled come interesting title blogpost lipbalms feel people would consider boring subje,0,sadness,153,29
feeling homesick good reminder blessed really,0,sadness,78,16
realise im sounding surprisingly like every person site wish liked mud wrestling something bit outrageous feel rather dull dare say average,0,sadness,177,33
feeling amazed imagining would feel get,5,surprise,73,14
feel ungrateful complaining also feel cheated sitting quietly,0,sadness,81,14
ask folk park feel smart park inch separating car one front behind,1,joy,138,30
present two photo side side one photo remember feeling cute day,1,joy,93,19
feeling could answer stupid question,0,sadness,54,10
feel ive answered question shes pretty trusting part,1,joy,86,16
ive vocal feel think convinced let anyone walk let opinion matter,1,joy,139,30
ive heard feeling many time discussed uncertain future many people conversation blending together,4,fear,145,25
plodded taking far long feeling rather virtuous,1,joy,70,12
feel like really gentle hand recording process,2,love,64,13
come back programme three girl staying another girl placce one started passing nasty outright bitchy remark brought male colleague compliment,3,anger,228,43
feel poisoned tortured room,4,fear,41,8
feel like im finally position decide whether indulge joyful jubilation claim free chocolate bar,1,joy,123,23
suck lot keeping house clean yet feel twitchy messy,0,sadness,75,16
sure organisation best intention though disagree whole heartedly get feeling demostrators slightly hostile student,3,anger,203,35
know feel heart aching sadness loss good kind people connected loss href http,0,sadness,141,29
feel like mention wasnt fond damn shapeshifter first place,2,love,90,18
feeling smell going pleasant,1,joy,59,13
feel like ought working casual activism construes something potentially stressful wont update tomorrow,1,joy,148,26
sure buy hubby feeling pretty impressed,5,surprise,83,18
must feeling little cranky,3,anger,50,10
get lucky often thing work benefit time feel accept unfortunate,0,sadness,137,29
really feel im least talented person stage somehow god us talent glory,1,joy,105,21
feel resolved soon enough damaging effect hard work girlfriend put relationship,1,joy,134,26
feel rich indeed,1,joy,18,4
feel heartbroken mostly daughter adjust new daycare center,0,sadness,90,17
guess good news feel calm think needed get chest,1,joy,87,21
im busy bask fabulous overwhelming feeling really nothing live life cat would caring sleeping eating,2,love,167,33
feel bitchy talking way ahaha sound le retarded telling story person swear said boy would fall love,3,anger,166,35
feel thing learn course useful right,1,joy,59,13
remember feeling calmed ease even though minute good light felt confidence determination get best possible shot made difference world,1,joy,224,43
never feel fucked week used feel great acctually thinking wonderfull time weekend img src http israel,3,anger,146,28
feel hateful given friendship woman couple others reason admit defeat let husband make feel insecure feel need avoid cut life security challenged,3,anger,262,54
feel dull easily difference rule absolutely several turn quick easy casserole fantastic relating group meal local hall pitch in picnic address luncheon etc,0,sadness,219,41
want feel slutty,2,love,31,8
feel sorry seeing parent,0,sadness,30,6
wishful gaining feeling responsibility planning event well commitment,1,joy,105,19
enjoyed feeling belonging sense recognised somehow valuable,1,joy,91,16
honestly say every good thing life right crashing feel stubborn ask help,3,anger,118,25
im tired feel fabulous freaking proud moment continuing push train get far comfort zone,1,joy,160,34
actually feel hopeful today,1,joy,29,5
thought exhausted emotion held frustration confusion still much give much feel look blank white piece paper want fill colour motion still seems blank,0,sadness,261,54
feel like job worth caring shifty,2,love,69,17
feel touch sweet hand,2,love,35,8
understand extremely positive attribute overshadowed weakness subconsciously people wired feel superior others thereby treat differently,1,joy,214,35
feel heartless heart hurt still feel feel much pain,3,anger,82,18
especially interested hearing thought perspective read men woman feel respected lived,1,joy,131,23
feel like ive held back lot summer soccer mom trusting,1,joy,87,19
remember feeling surprised option listen,5,surprise,64,12
feel rejected must measure,0,sadness,40,9
feel like house constantly dirty truly hate cleaning especially tired,0,sadness,96,18
leave nursing home week feeling joyful ready come back,1,joy,81,16
feel agitated sort lost,3,anger,37,8
still contraction feeling slightly defeated,0,sadness,72,12
know feel personally offended many level,3,anger,59,12
highly doubt would see young jean scott considering would limited reason actor future movie since announce moving aoa next feature feel like missed opportunity,0,sadness,251,49
im going go anti dance flow feel eager since ill mat anyhow might even circuit grow spine,1,joy,138,33
feel love yesterday brought tear eye hear say today realize special surrounded love,1,joy,166,36
